timestamp,id0_camera_x_mm,id0_camera_y_mm,id0_camera_z_mm,id0_roll_deg,id1_du_px,id1_dv_px,id1_droll_deg
2026-07-19 12:50:12,12.025,-14.115,413.647,36.714,-11.250,2.750,-3.336,0.816,3.434,0.700
2026-07-19 12:53:34,6.941,-8.060,412.871,38.418,-12.500,7.500,-3.644,2.187,4.250,0.034
2026-07-19 12:53:58,28.486,-6.198,412.869,-37.260,2.250,-5.250,0.660,-1.540,1.675,0.030
2026-07-19 12:54:18,12.618,-13.751,412.972,48.559,-15.000,9.250,-4.371,2.696,5.136,0.034
2026-07-19 12:55:15,25.293,-10.900,410.328,-46.091,4.250,-8.000,1.248,-2.349,2.660,0.700
2026-07-19 12:55:30,25.190,-10.316,413.499,-45.822,5.500,-8.500,1.611,-2.489,2.965,0.700
2026-07-19 12:56:36,25.282,-10.521,411.315,-45.822,1.000,-8.250,0.294,-2.425,2.443,0.700
2026-07-19 12:56:53,13.323,-5.408,411.269,44.178,-15.500,6.750,-4.571,1.991,4.986,0.363
2026-07-19 12:58:43,13.323,-5.408,411.269,44.178,-15.500,6.500,-4.519,1.896,4.901,0.034
2026-07-19 12:59:03,21.250,-8.766,412.705,-41.441,1.250,-7.750,0.367,-2.273,2.302,-0.305
2026-07-19 12:59:21,21.476,-8.924,413.743,-41.698,2.500,-8.000,0.735,-2.353,2.465,0.026
2026-07-19 13:00:57,22.194,-8.424,414.608,-41.406,0.000,-7.250,0.000,-2.131,2.131,0.026
2026-07-19 13:03:14,-67.595,-8.723,411.762,-41.987,-7.000,-20.500,-2.059,-6.030,6.372,0.363
2026-07-19 13:03:34,-86.502,-49.435,414.331,0.387,9.250,-19.750,2.703,-5.772,6.374,0.700
2026-07-19 13:04:15,-86.502,-49.435,414.331,0.387,9.250,-19.750,2.699,-5.765,6.365,0.367
2026-07-19 13:12:22,-86.285,-49.434,412.713,0.387,7.000,-20.000,2.049,-5.854,6.202,0.700
2026-07-19 13:23:57,-98.324,-32.763,413.401,3.073,4.500,-20.000,1.312,-5.833,5.978,-0.299
2026-07-19 13:24:27,-86.318,-49.745,412.956,0.774,1.500,-19.250,0.438,-5.626,5.643,0.034
2026-07-19 13:24:45,-86.747,-49.770,414.114,0.774,2.000,-18.750,0.585,-5.484,5.515,0.034
2026-07-19 13:25:08,-86.747,-49.770,414.114,0.774,0.500,-18.750,0.146,-5.469,5.471,0.034
2026-07-19 13:25:36,-86.747,-49.770,414.114,0.774,0.500,-18.750,0.146,-5.469,5.471,0.034
2026-07-19 13:25:57,-86.747,-49.770,414.114,0.774,-3.000,-19.000,-0.871,-5.518,5.586,-0.293
2026-07-19 13:26:15,-86.747,-49.770,414.114,0.774,-1.250,-18.750,-0.364,-5.467,5.479,0.034
2026-07-19 13:26:37,-86.747,-49.770,414.114,0.774,-1.250,-18.750,-0.364,-5.467,5.479,0.034
2026-07-19 13:27:05,-86.747,-49.770,414.114,0.774,0.500,-18.750,0.146,-5.469,5.471,0.034
2026-07-19 13:27:24,-50.310,-49.780,415.164,-25.159,-0.750,-17.250,-0.219,-5.030,5.035,0.367
2026-07-19 13:27:45,-47.265,-37.735,414.400,-46.384,-3.750,-17.000,-1.100,-4.990,5.110,0.700
2026-07-19 13:28:01,-47.262,-37.773,415.438,-46.384,-2.250,-17.250,-0.660,-5.061,5.103,0.700
2026-07-19 13:28:17,-46.845,-37.787,414.162,-46.384,-5.000,-16.250,-1.471,-4.781,5.002,0.700
2026-07-19 13:31:47,-46.845,-37.787,414.162,-46.384,-5.250,-16.500,-1.540,-4.842,5.082,0.365
2026-07-19 13:32:11,-74.840,-31.078,415.169,41.698,-1.250,-4.750,-0.364,-1.384,1.431,0.700
2026-07-19 13:33:30,-48.804,-47.316,413.940,55.875,-7.250,1.750,-2.124,0.513,2.185,0.700
2026-07-19 13:34:21,-27.749,-37.095,414.581,-54.145,-0.500,-15.500,-0.147,-4.559,4.562,1.037
2026-07-19 13:34:49,65.100,-36.998,414.123,-53.599,6.750,-4.250,1.982,-1.248,2.342,0.026
2026-07-19 13:35:08,98.679,-37.161,414.996,-53.599,14.000,-0.750,4.103,-0.220,4.109,-0.305
2026-07-19 13:35:36,98.679,-37.161,414.996,-53.599,13.000,-1.000,3.823,-0.294,3.834,0.030
2026-07-19 13:35:51,98.851,-37.004,413.970,-53.286,10.000,0.500,2.941,0.147,2.944,-0.311
2026-07-19 13:36:08,99.021,-37.161,414.996,-53.286,12.000,0.500,3.529,0.147,3.532,-0.311
2026-07-19 13:37:17,41.604,-28.736,412.635,38.114,-18.000,9.000,-5.279,2.640,5.902,0.030
2026-07-19 13:37:42,-68.719,-28.763,413.974,38.114,-3.000,-4.500,-0.872,-1.308,1.571,0.367
2026-07-19 13:38:00,55.184,-28.742,413.814,38.114,-19.000,11.000,-5.540,3.208,6.402,0.367
2026-07-19 13:38:51,98.647,-28.733,412.642,37.639,-20.250,18.000,-5.952,5.292,7.965,0.700
2026-07-19 13:39:15,-131.282,-29.324,407.759,37.247,9.000,-14.500,2.661,-4.289,5.047,1.382
2026-07-19 13:39:33,-13.095,-28.730,412.757,38.114,-11.750,2.500,-3.455,0.735,3.533,0.363
2026-07-19 13:40:13,98.700,-28.773,411.855,37.875,-21.750,18.000,-6.412,5.308,8.324,0.363
2026-07-19 13:41:54,-137.698,-18.874,409.566,-2.306,-7.250,-28.500,-2.140,-8.412,8.680,0.363
2026-07-19 13:53:13,-137.698,-18.874,409.566,-2.306,-7.000,-28.750,-2.058,-8.452,8.699,0.030
